report_board,report_datetime,report_title,row_count
Minnesota Board of Pharmacy,4/13/2026 12:00:22 PM,Facility List - PH,2171

facility_name,license_type,license_nbr,description,grant_date,expire_date,address_line1,address_line2,city,county,state,zip,e_mail
Walgreen Co. (dba) WALGREENS (#03114),PH,261064,Active,10/25/1993,06/30/2026,6975 York Avenue S,,Edina,Hennepin,MN,55435,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#03832),PH,200867,Active,07/10/1975,06/30/2026,7700 Brooklyn Blvd.,,Brooklyn Park,Hennepin,MN,55443,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04038),PH,261514,Active,01/17/1998,06/30/2026,15034 Shannon Parkway,,Rosemount,Dakota,MN,55068,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04119),PH,260675,Active,04/09/1990,06/30/2026,4547 Hiawatha Ave,,Minneapolis,Hennepin,MN,55406,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#04260),PH,200882,Active,07/10/1975,06/30/2026,540 Blake Rd N,,Hopkins,Hennepin,MN,55343,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04394),PH,260506,Active,07/05/1988,06/30/2026,9800 Lyndale Avenue South,,Bloomington,Hennepin,MN,55420,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04697),PH,261588,Active,08/17/1998,06/30/2026,6525 NE University Avenue,,Fridley,Anoka,MN,55432,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04725),PH,261645,Active,02/23/1999,06/30/2026,11401 Market Place Drive N,,Champlin,Hennepin,MN,55316,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04879),PH,261681,Active,04/12/1999,06/30/2026,8100 W County Rd 42,,Savage,Scott,MN,55378,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#04882),PH,261699,Active,07/19/1999,06/30/2026,5825 Cahill Avenue,,Inver Grove Heights,Dakota,MN,55076,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#05048),PH,261748,Active,09/29/1999,06/30/2026,1017 Vermillion Street,,Hastings,Dakota,MN,55033,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#05080),PH,262024,Active,06/27/2001,06/30/2026,10180 Hennepin Town Road,,Eden Prairie,Hennepin,MN,55347,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#05634),PH,262114,Active,01/15/2002,06/30/2026,7560 160th Street W,,Lakeville,Dakota,MN,55044,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#05635),PH,261881,Active,04/01/2000,06/30/2026,340 W Washington St,,Brainerd,Crow Wing,MN,56401,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#05685),PH,261902,Active,05/19/2000,06/30/2026,2200 Highway 13 East,,Burnsville,Dakota,MN,55337,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#05882),PH,260736,Active,11/05/1990,06/30/2026,4200 Winnetka Ave N,,New Hope,Hennepin,MN,55428,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#06057),PH,200868,Active,07/10/1975,06/30/2026,7135 E Point Douglas Rd S,,Cottage Grove,Washington,MN,55016,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#06280),PH,261013,Active,05/03/1993,06/30/2026,16395 Wagner Way,,Eden Prairie,Hennepin,MN,55344,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#06447),PH,262031,Active,08/21/2001,06/30/2026,2387 Mounds View Blvd.,,Mounds View,Ramsey,MN,55112,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#06489),PH,261993,Active,02/27/2001,06/30/2026,1291 Tasha Drive,,Shakopee,Scott,MN,55379,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#06714),PH,260395,Active,03/09/1987,06/30/2026,2860 Coon Rapids Blvd NW,,Coon Rapids,Anoka,MN,55433,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#06730),PH,262217,Active,09/25/2002,06/30/2026,1511 Highway 7,,Hopkins,Hennepin,MN,55305,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#06735),PH,262091,Active,11/05/2001,06/30/2026,3700 Silver Lake Rd NE,,St Anthony,Hennepin,MN,55421,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#06916),PH,262418,Active,05/03/2004,06/30/2026,6061 Osgood Avenue North,,Oak Park Heights,Washington,MN,55082,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#06943),PH,262335,Active,08/12/2003,06/30/2026,4560 South Robert Trail,,Inver Grove Heights,Dakota,MN,55077,taxlicenserenewal@walgreens.com
Walgreen Co. (dba) WALGREENS (#06995),PH,262221,Active,11/05/2002,06/30/2026,1788 Old Hudson Road,,St Paul,Ramsey,MN,55119,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#07111),PH,262334,Active,08/22/2003,06/30/2026,1207 West Broadway Avenue,,Forest Lake,Washington,MN,55025,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#07126),PH,260152,Active,08/10/1984,06/30/2026,4501 Grand Avenue,,Duluth,St Louis,MN,55807,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#07218),PH,262575,Active,01/14/2005,06/30/2026,12480 Aberdeen Street Ne,,Blaine,Anoka,MN,55449,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#07290),PH,200874,Active,07/10/1975,06/30/2026,1270 Madison Avenue,,Mankato,Blue Earth,MN,56001,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#07388),PH,262359,Active,11/06/2003,06/30/2026,1665 White Bear Avenue North,,St Paul,Ramsey,MN,55106,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#07727),PH,262464,Active,07/29/2004,06/30/2026,750 Mankato Avenue,,Winona,Winona,MN,55987,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#07781),PH,262356,Active,10/08/2003,06/30/2026,4202 Pheasant Ridge Drive Ne,,Blaine,Anoka,MN,55449,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#07812),PH,262372,Active,12/23/2003,06/30/2026,21495 141st Avenue North,,Rogers,Hennepin,MN,55374,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#09065),PH,262556,Active,11/10/2004,06/30/2026,401 5th St W,,Northfield,Rice,MN,55057,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#09094),PH,262465,Active,08/17/2004,06/30/2026,1420 West Oakland Avenue,,Austin,Mower,MN,55912,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#09095),PH,262517,Active,10/05/2004,06/30/2026,125 18th Street SE,,Owatonna,Steele,MN,55060,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#09350),PH,262523,Active,11/19/2004,06/30/2026,1123 East Blue Earth Avenue,,Fairmont,Martin,MN,56031,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#09511),PH,259976,Active,11/15/1982,06/30/2026,7845 Portland Avenue South,,Bloomington,Hennepin,MN,55420,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#09727),PH,262701,Active,01/18/2006,06/30/2026,14020 Pilot Knob Road,,Apple Valley,Dakota,MN,55124,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#11832),PH,263265,Active,11/04/2008,06/30/2026,3605 Round Lake Blvd NW,,Anoka,Anoka,MN,55303,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#11834),PH,263443,Active,11/04/2009,06/30/2026,80 14th St SW,,Rochester,Olmsted,MN,55902,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#12044),PH,263464,Active,01/13/2010,06/30/2026,8240 Flying Cloud Dr,,Eden Prairie,Hennepin,MN,55344,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (Specialty Pharmacy #15309),PH,263842,Active,03/01/2012,06/30/2026,2100 Lyndale Ave S Ste A,,Minneapolis,Hennepin,MN,55405,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens Central Fill #21426,PH,267113,Active,03/24/2025,06/30/2026,10695 Winnetka Ave North,Suite 190,Brooklyn Park,Hennepin,MN,55445,centralfill-mn@walgreens.com
Walgreen Co. (dba) Walgreens Specialty Pharmacy #11916,PH,263160,Active,03/07/2008,06/30/2026,1221 W Lake St Ste 200,,Minneapolis,Hennepin,MN,55408,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens Specialty Pharmacy #15106,PH,263794,Active,11/28/2011,06/30/2026,1250 NW 7th St,Suite 205,Miami,,FL,33125,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens Specialty Pharmacy #15322,PH,263880,Active,05/16/2012,06/30/2026,"826 N Plankinton Ave, #100",,Milwaukee,,WI,53203,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens Specialty Pharmacy #16528,PH,266142,Active,07/22/2020,06/30/2026,Walgreen Co.,"1704 Ingersoll Ave, Suite 102",Des Moines,,IA,50309,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens Specialty Pharmacy #21254,PH,265997,Active,12/30/2019,06/30/2026,2265 N Mayfair Rd,,Wauwatosa,,WI,53226,taxlicenserenewals@walgreens.com
"Walgreens Mail Service, LLC (dba) Walgreens Mail Service #03397",PH,265282,Active,02/21/2017,06/30/2026,8350 S River Parkway,,Tempe,,AZ,85284,specialtylicenses@walgreens.com
Walgreens Specialty Pharmacy LLC (dba) Walgreens Hub Solutions #21609,PH,267177,Active,07/29/2025,06/30/2026,120 Enterprise Drive,,Pittsburgh,,PA,15275,slowe@flaherty-ohara.com
Walgreens Specialty Pharmacy LLC (dba) Walgreens Specialty Pharmacy #16287,PH,263534,Active,06/08/2010,06/30/2026,130 Enterprise Dr,,Pittsburgh,,PA,15275,specialtylicenses@walgreens.com
"Walgreens Specialty Pharmacy, LLC (dba) Walgreens Gene & Cell Services #21574",PH,266967,Active,08/05/2024,06/30/2026,140 Enterprise Drive,,Pittsburgh,,PA,15275,SpecialtyLicenses@walgreens.com
"Walgreens Specialty Pharmacy, LLC (dba) Walgreens Specialty Pharmacy #15438",PH,263576,Active,08/27/2010,06/30/2026,41460 Haggerty Circle S,,Canton,,MI,48188,specialtylicenses@walgreens.com
"Walgreens Specialty Pharmacy, LLC (dba) Walgreens Specialty Pharmacy #15443",PH,263579,Active,08/27/2010,06/30/2026,10530 John W. Elliott Dr,Suite 100,Frisco,,TX,75033,specialtylicenses@walgreens.com
"Walgreens.com, Inc. (dba) Walgreens",PH,265212,Active,12/12/2016,06/30/2026,2225 S Price Rd,,Chandler,,AZ,85286,specialtylicenses@walgreens.com
"Walgreens.com, Inc. (dba) Walgreens #02445",PH,265294,Active,03/07/2017,06/30/2026,8337 Southpark Circle,,Orlando,,FL,32819,specialtylicenses@walgreens.com
"Wall's LTC Pharmacy, Inc",PH,263545,Active,06/18/2010,06/30/2026,1322 8th Ave S,,Grand Forks,,ND,58201,nicole@wallsrx.com
"Wall's Medicine Center, Inc.",PH,263546,Active,06/18/2010,06/30/2026,708 S Washington Street,,Grand Forks,,ND,58201,jean@wallsrx.com
Walmart Inc (dba) Wal-Mart Pharmacy #10-2625,PH,261465,Active,07/01/1997,06/30/2026,1025 West Trinity Mills,,Carrollton,,TX,75006,peggy.basham@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy,PH,262258,Active,03/19/2003,06/30/2026,8101 Old Carriage Court,,Shakopee,Scott,MN,55379,bkbadou.s03513.us@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy,PH,262257,Active,03/03/2003,06/30/2026,295 Tyler Road South,,Red Wing,Goodhue,MN,55066,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy,PH,264012,Active,02/01/2013,06/30/2026,300 21st Ave N,,Princeton,Mille Lacs,MN,55371,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-0982),PH,260994,Active,03/22/1993,06/30/2026,1130 West Frontage Road,,Owatonna,Steele,MN,55060,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1020),PH,261342,Active,03/29/1996,06/30/2026,1550 Blake Avenue,,Albert Lea,Freeborn,MN,56007,nlarnol.s01020.us@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1038),PH,260995,Active,03/24/1993,06/30/2026,2103 State Street North,,Waseca,Waseca,MN,56093,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1473),PH,261001,Active,03/08/1993,06/30/2026,1881 Madison Avenue,,Mankato,Blue Earth,MN,56001,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1722),PH,260844,Active,11/02/1991,06/30/2026,1221 East Main Street,,Marshall,Lyon,MN,56258,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1738),PH,260862,Active,01/31/1992,06/30/2026,1300 Trunk Highway 15 South,,Hutchinson,McLeod,MN,55350,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1757),PH,260863,Active,01/31/1992,06/30/2026,4740 Mall Drive,,Hermantown,St Louis,MN,55811,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1786),PH,260916,Active,07/25/1992,06/30/2026,1360 Town Centre Drive,,Eagan,Dakota,MN,55123,rmw0034.s01786.us@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1864),PH,260959,Active,10/24/1992,06/30/2026,8000 Lakeland Avenue,,Brooklyn Park,Hennepin,MN,55445,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1865),PH,260958,Active,10/24/1992,06/30/2026,1410 East Bridge Street,,Redwood Falls,Redwood,MN,56283,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-1929),PH,260979,Active,01/30/1993,06/30/2026,1308 Highway 33 South,,Cloquet,Carlton,MN,55720,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-3233),PH,262120,Active,02/20/2002,06/30/2026,2025 Paul Bunyan Drive NW,,Bemidji,Beltrami,MN,56601,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-3237),PH,266295,Active,03/02/2021,06/30/2026,5521 E Arrowhead Pkwy,,Sioux Falls,,SD,57110,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-3364),PH,262573,Active,01/26/2005,06/30/2026,1644 South Robert Street,,West St Paul,Dakota,MN,55118,rxmanager.s03364@states.us.wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-3761),PH,262748,Active,05/17/2006,06/30/2026,1755 Highway 59 Se,,Thief River Falls,Pennington,MN,56701,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-3806),PH,263057,Active,07/19/2007,06/30/2026,1250 Goemann Road,,Fairmont,Martin,MN,56031,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-4244),PH,262975,Active,02/21/2007,06/30/2026,1303 Charles Street,,Park Rapids,Hubbard,MN,56470,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#10-4246),PH,262952,Active,01/03/2007,06/30/2026,100 Juniper Avenue NW,,Wadena,Wadena,MN,56482,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1470),PH,260997,Active,02/24/1993,06/30/2026,700 19th Avenue Se,,Willmar,Kandiyohi,MN,56201,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1472),PH,261000,Active,03/09/1993,06/30/2026,1752 North Frontage Road,,Hastings,Dakota,MN,55033,Compliance@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1577),PH,260998,Active,02/23/1993,06/30/2026,1315 Highway 25 North,,Buffalo,Wright,MN,55313,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1609),PH,260745,Active,01/01/1991,06/30/2026,100 SE 29th St,,Grand Rapids,Itasca,MN,55744,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1627),PH,260761,Active,04/01/1991,06/30/2026,415 34th St North,,Dilworth,Clay,MN,56529,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1632),PH,260760,Active,04/01/1991,06/30/2026,4611 Highway 29 South,,Alexandria,Douglas,MN,56308,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1633),PH,260766,Active,03/01/1991,06/30/2026,21 County Road 120,,Sartell,Stearns,MN,56377,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1634),PH,260805,Active,07/23/1991,06/30/2026,15091 18th Street Ne,,Little Falls,Morrison,MN,56345,complic.us@walmart.com
Walmart Inc. (dba) Walmart Pharmacy (#1654),PH,260804,Active,07/30/1991,06/30/2026,7295 Glory Road,,Baxter,Crow Wing,MN,56425,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1657),PH,260999,Active,03/10/1993,06/30/2026,150 Western Avenue,,Faribault,Rice,MN,55021,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1696),PH,260841,Active,10/26/1991,06/30/2026,3300 Highway 210 West,,Fergus Falls,Otter Tail,MN,56537,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1855),PH,260980,Active,01/30/1993,06/30/2026,12195 Singletree Lane,,Eden Prairie,Hennepin,MN,55344,nayoung.toney@walmart.com
Walmart Inc. (dba) Walmart Pharmacy (#1858),PH,260960,Active,10/24/1992,06/30/2026,"3001 E Highway 7, Suite 100",,Montevideo,Chippewa,MN,56265,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1861),PH,260961,Active,10/24/1992,06/30/2026,5815 Norell Avenue,,Oak Park Heights,Washington,MN,55082,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1971),PH,260988,Active,02/20/1993,06/30/2026,3400 NW 55th Street,,Rochester,Olmsted,MN,55901,m0r08cm.s01971@us.wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#1999),PH,264238,Active,10/21/2013,06/30/2026,1851 Bunker Lake Blvd NW,,Andover,Anoka,MN,55304,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2087),PH,261120,Active,07/23/1994,06/30/2026,850 East County Road E,,Vadnais Heights,Ramsey,MN,55127,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2198),PH,263412,Active,08/03/2009,06/30/2026,700 American Blvd. E,,Bloomington,Hennepin,MN,55420,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2274),PH,261281,Active,08/19/1995,06/30/2026,200 SW 12Th Street,,Forest Lake,Washington,MN,55025,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2352),PH,261296,Active,12/28/1995,06/30/2026,2101 Second Avenue Se,,Cambridge,Isanti,MN,55008,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2367),PH,261477,Active,09/12/1997,06/30/2026,950 11Th St SW,,Pine City,Pine,MN,55063,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2642),PH,261623,Active,01/27/1999,06/30/2026,7835 150th Street West,,Apple Valley,Dakota,MN,55124,bgcalno.s02642@Wal-Mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2643),PH,262646,Active,09/14/2005,06/30/2026,10240 Hudson Road,,Woodbury,Dakota,MN,55129,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2812),PH,261872,Active,03/15/2000,06/30/2026,25 25th Street Se,,Rochester,Olmsted,MN,55904,nayoung.toney@walmart.com
Walmart Inc. (dba) Walmart Pharmacy (#2820),PH,261869,Active,01/26/2000,06/30/2026,1055 Ryan's Road,,Worthington,Nobles,MN,56187,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2882),PH,261984,Active,01/11/2001,06/30/2026,9451 Dunkirk Lane North,,Maple Grove,Hennepin,MN,55311,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2937),PH,261977,Active,02/22/2001,06/30/2026,12080 Highway 169,,Hibbing,St Louis,MN,55746,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#2957),PH,261983,Active,02/14/2001,06/30/2026,1583 Highway 10 West,,Detroit Lakes,Becker,MN,56501,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#3088),PH,263967,Active,09/25/2012,06/30/2026,3601 2nd Street S,,St Cloud,Stearns,MN,56301,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#3209),PH,261978,Active,01/11/2001,06/30/2026,18185 Zane Street,,Elk River,Sherburne,MN,55330,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#3404),PH,262583,Active,03/23/2005,06/30/2026,1960 Twin Lakes Parkway,,Roseville,Ramsey,MN,55113,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#3498),PH,262132,Active,03/01/2002,06/30/2026,4369 Ball Rd NE,,Blaine,Anoka,MN,55014,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#3624),PH,262626,Active,07/20/2005,06/30/2026,9320 Cedar Street,,Monticello,Wright,MN,55362,complic@wal-wart.com
Walmart Inc. (dba) Walmart Pharmacy (#3758),PH,263060,Active,07/20/2007,06/30/2026,1930 Sahlstrom Drive,,Crookston,Polk,MN,56716,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#3760),PH,263004,Active,03/22/2007,06/30/2026,1720 Westridge Road,,New Ulm,Brown,MN,56073,Complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#4253),PH,263005,Active,03/22/2007,06/30/2026,205 12Th Street South,,Sauk Centre,Stearns,MN,56378,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#4257),PH,263196,Active,06/17/2008,06/30/2026,1000 18th Ave NW,,Austin,Mower,MN,55912,khyland.s04257.us@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#4374),PH,263059,Active,07/19/2007,06/30/2026,2301 East Frontage Road,,Litchfield,Meeker,MN,55355,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#4849),PH,264519,Active,08/13/2014,06/30/2026,8580 Rock Ridge Dr,,Mountain Iron,St Louis,MN,55768,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#5089),PH,262376,Active,01/15/2004,06/30/2026,9165 Cahill Avenue,,Inver Grove Heights,Dakota,MN,55076,shawn.holm@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#5397),PH,262500,Active,10/27/2004,06/30/2026,955 Frontenac Drive East,,Winona,Winona,MN,55987,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#5976),PH,264163,Active,07/12/2013,06/30/2026,11505 Ulysses St NE,,Blaine,Anoka,MN,55434,complic@wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#5977),PH,263972,Active,10/01/2012,06/30/2026,12200 River Ridge Blvd,,Burnsville,Dakota,MN,55337,k0k00ql.s05977@us.wal-mart.com
Walmart Inc. (dba) Walmart Pharmacy (#5992),PH,263970,Active,09/27/2012,06/30/2026,20710 Keokuk Ave,,Lakeville,Dakota,MN,55044,jrevers.s05992.us@wal-mart.com
"Warren Community Hospital, Inc. (dba) North Valley Health Center",PH,264537,Active,08/19/2014,06/30/2026,300 West Good Samaritan Dr,,Warren,Marshall,MN,56762,ashley.sparby@northvalleyhealth.org
"Warren Pharmacy, Inc. (dba) Warren Pharmacy",PH,266690,Active,12/16/2022,06/30/2026,103 West Johnson Ave,,Warren,Marshall,MN,56762,pharmacy@warrenpharmacyinc.com
"Watertown Pharmacy, LLC",PH,261954,Active,11/03/2000,06/30/2026,204 Lewis Avenue South Suite 101,,Watertown,Carver,MN,55388,pharmacy@watertownpharmacy.com
"Watertown Pharmacy, LLC (dba) Spring Park Pharmacy",PH,263980,Active,10/25/2012,06/30/2026,"4689 Shoreline Dr, Suite 100",,Spring Park,Hennepin,MN,55384,pharmacy@springpark-pharmacy.com
"WeCare Pharmaceutical Services, Inc. (dba) Gojji Pharmacy",PH,266434,Active,10/06/2021,06/30/2026,2121 N D Street,,San Bernardino,,CA,92405,license@preveon.com
